0,Type,ID,Created,Description,Amount,Currency,Converted Amount,Fees,Net,Converted Currency,Details,Customer ID,Customer Email,Customer Name,purpose (metadata),phorest_client_id (metadata)
81409,Charge,ch_3SIAKrLrnBTnlT7b1lUByJ0H,14/10/2025 15:40,81409:Energy Hair Co,371.67,aud,371.67,0,371.67,aud,81409_for_stripe,cus_S62ipb3B5Gyi0Z,,,addnewcard,81409
81412,Charge,ch_3SIAKuLrnBTnlT7b1e89Nxc6,14/10/2025 15:40,81412:Winter & Co. Hair and Beauty,249.7,aud,249.7,0,249.7,aud,81412_for_stripe,cus_TBypI7joAlT3OX,,,addnewcard,81412
81747,Charge,ch_3SIAKwLrnBTnlT7b0YbmIx9t,14/10/2025 15:40,81747:Skora | Skin,145.51,aud,145.51,0,145.51,aud,81747_for_stripe,cus_S7dKIxjmmIF7ZX,,,addnewcard,81747
81923,Charge,ch_3SIAKyLrnBTnlT7b0WuNanQx,14/10/2025 15:40,81923:Skora | Skin,80.86,aud,80.86,0,80.86,aud,81923_for_stripe,cus_S8g5ZQxHl4pMdS,,,addnewcard,81923
81925,Charge,ch_3SIAL3LrnBTnlT7b0hpbDmCv,14/10/2025 15:40,81925:Skora | Skin,78.89,aud,78.89,0,78.89,aud,81925_for_stripe,cus_S8gHWIzbmN2hnN,,,addnewcard,81925
81958,Charge,ch_3SIAL6LrnBTnlT7b1alDFZKi,14/10/2025 15:40,81958:Upper Skin Clinic,113.11,aud,113.11,0,113.11,aud,81958_for_stripe,cus_S8mrKhvlohWNAa,,,addnewcard,81958
82432,Charge,ch_3SIAL8LrnBTnlT7b09mPYeQE,14/10/2025 15:40,82432:Rok Paper Scissors Hair Studio,506.77,aud,506.77,0,506.77,aud,82432_for_stripe,cus_SBdxRlukMXg6km,,,addnewcard,82432
82654,Charge,ch_3SIALALrnBTnlT7b0xpf0uzu,14/10/2025 15:40,82654:Nano Aesthetics Pty Ltd,187.75,aud,187.75,0,187.75,aud,82654_for_stripe,cus_SD7RGxcntec8pc,,,addnewcard,82654
82722,Charge,ch_3SIALCLrnBTnlT7b1cGqqYfZ,14/10/2025 15:40,82722:Maytopia at Bendigo CBD,396.17,aud,396.17,0,396.17,aud,82722_for_stripe,cus_SDW0AUSQclxdMK,,,addnewcard,82722
82725,Charge,ch_3SIALHLrnBTnlT7b0fZxr5RV,14/10/2025 15:40,82725:Blonde Poetry,30.33,aud,30.33,0,30.33,aud,82725_for_stripe,cus_SuDfyfmTdyvvST,,,addnewcard,82725
82814,Charge,ch_3SIALKLrnBTnlT7b1vZDW6Nc,14/10/2025 15:40,82814:Dermé Aesthetic Clinic,948.19,aud,948.19,0,948.19,aud,82814_for_stripe,cus_T6ZvKeqx7OYeDG,,,addnewcard,82814
83047,Charge,ch_3SIALPLrnBTnlT7b1zYAmBQ5,14/10/2025 15:40,83047:Brazilian Butterfly - Berwick,458.51,aud,458.51,0,458.51,aud,83047_for_stripe,cus_SR6RFE9zUk5j5x,,,addnewcard,83047
83048,Charge,ch_3SIALSLrnBTnlT7b1ahXLRXK,14/10/2025 15:41,83048:Brazilian Butterfly - Fairfield,444.5,aud,444.5,0,444.5,aud,83048_for_stripe,cus_SVsX8f06YknD8Q,,,addnewcard,83048
83050,Charge,ch_3SIALXLrnBTnlT7b0belBnbW,14/10/2025 15:41,83050:Brazilian Butterfly - Port Melbourne,515,aud,515,0,515,aud,83050_for_stripe,cus_SWdxCamuNb8fjP,,,addnewcard,83050
83167,Charge,ch_3SIALaLrnBTnlT7b0EIZeZgz,14/10/2025 15:41,83167:Lox Society,416.9,aud,416.9,0,416.9,aud,83167_for_stripe,cus_SF6Y2Fnp98ch1v,,,addnewcard,83167
83236,Charge,ch_3SIALcLrnBTnlT7b1l0yZ1Ev,14/10/2025 15:41,83236:Bare Skin and Beauty,477.64,aud,477.64,0,477.64,aud,83236_for_stripe,cus_Sih22dUalf2LuR,,,addnewcard,83236
83237,Charge,ch_3SIALfLrnBTnlT7b0LcYx0QR,14/10/2025 15:41,83237:Bare Skin and Beauty,412.19,aud,412.19,0,412.19,aud,83237_for_stripe,cus_SvJxZKl0Nha8SP,,,addnewcard,83237
83406,Charge,ch_3SIALhLrnBTnlT7b02Ww4OLy,14/10/2025 15:41,83406:Salon May,2140.77,aud,2140.77,0,2140.77,aud,83406_for_stripe,cus_SGaUz7ikwP1bms,,,addnewcard,83406
83464,Charge,ch_3SIALjLrnBTnlT7b14LWPYrT,14/10/2025 15:41,83464:Si Organics,433.4,aud,433.4,0,433.4,aud,83464_for_stripe,cus_SGpSkclpBjchyn,,,addnewcard,83464
83659,Charge,ch_3SIALmLrnBTnlT7b1vk8B8Dj,14/10/2025 15:41,83659:Ainslie Hair Inn,262.9,aud,262.9,0,262.9,aud,83659_for_stripe,cus_SI7mgAyPUMBQqU,,,addnewcard,83659
83667,Charge,ch_3SIALoLrnBTnlT7b0qbG3mVD,14/10/2025 15:41,83667:Hair Creations,480.11,aud,480.11,0,480.11,aud,83667_for_stripe,cus_SIMi7vgGXHlvCa,,,addnewcard,83667
83745,Charge,ch_3SIALrLrnBTnlT7b1dar89pI,14/10/2025 15:41,83745:Vive Hair & Beauty,384.87,aud,384.87,0,384.87,aud,83745_for_stripe,cus_SIrmBMSpd6jTfF,,,addnewcard,83745
83952,Charge,ch_3SIALtLrnBTnlT7b11pHxEVN,14/10/2025 15:41,83952:SODA THE SALON,433.4,aud,433.4,0,433.4,aud,83952_for_stripe,cus_SJTh7iki8zWB1n,,,addnewcard,83952
84256,Charge,ch_3SIALvLrnBTnlT7b0o8WXlaJ,14/10/2025 15:41,84256:George & Ivy,417.84,aud,417.84,0,417.84,aud,84256_for_stripe,cus_SLLwUHTNx8zoTJ,,,addnewcard,84256
84362,Charge,ch_3SIALyLrnBTnlT7b13dWroG3,14/10/2025 15:41,84362:JPS Hair & Beauty Kallangur,488.52,aud,488.52,0,488.52,aud,84362_for_stripe,cus_SLm8RCYZ4nPQ7I,,,addnewcard,84362
84372,Charge,ch_3SIAM0LrnBTnlT7b0mSgVAy1,14/10/2025 15:41,84372:JPS Hair & Beauty Morayfield,555.94,aud,555.94,0,555.94,aud,84372_for_stripe,cus_SLmiGbGayvLFLm,,,addnewcard,84372
84416,Charge,ch_3SIAM2LrnBTnlT7b1omFOgyR,14/10/2025 15:41,84416:HAVANA HAIR & BEAUTY,584.98,aud,584.98,0,584.98,aud,84416_for_stripe,cus_Siwb5GkrOuARX9,,,addnewcard,84416
84818,Charge,ch_3SIAM8LrnBTnlT7b03jqh3Kw,14/10/2025 15:41,84818:Hair Avenue,325.6,aud,325.6,0,325.6,aud,84818_for_stripe,cus_SNJ5JFAsFEGK8M,,,addnewcard,84818
85065,Charge,ch_3SIAMALrnBTnlT7b03hFgxjr,14/10/2025 15:41,85065:White Ivy 2.0,561.89,aud,561.89,0,561.89,aud,85065_for_stripe,cus_SOSwaeiUK3TV3N,,,addnewcard,85065
85081,Charge,ch_3SIAMDLrnBTnlT7b0HB5uhRQ,14/10/2025 15:41,85081:Skin Reveal,699.97,aud,699.97,0,699.97,aud,85081_for_stripe,cus_SOVdqYafS6xkPv,,,addnewcard,85081
85400,Charge,ch_3SIAMFLrnBTnlT7b03ebkjWG,14/10/2025 15:41,85400:Blonde Baby,428.49,aud,428.49,0,428.49,aud,85400_for_stripe,cus_SPrl1ti73sK9XD,,,addnewcard,85400
86139,Charge,ch_3SIAMILrnBTnlT7b1uBTMhxD,14/10/2025 15:41,86139:BARE.the salon,357.46,aud,357.46,0,357.46,aud,86139_for_stripe,cus_Sb5NCKi69IcJsu,,,addnewcard,86139
86364,Charge,ch_3SIAMKLrnBTnlT7b1bEqi0lz,14/10/2025 15:41,86364:The Hair Pin,597.51,aud,597.51,0,597.51,aud,86364_for_stripe,cus_STyRA0HoruhU6i,,,addnewcard,86364
86389,Charge,ch_3SIAMMLrnBTnlT7b0FezPXOI,14/10/2025 15:41,86389:Casa Bella Aesthetics,416.9,aud,416.9,0,416.9,aud,86389_for_stripe,cus_SU7kJUnIorQMsy,,,addnewcard,86389
86586,Charge,ch_3SIAMPLrnBTnlT7b1AmUTUno,14/10/2025 15:42,86586:Hayley Jayne Hair at Bowden,203.76,aud,203.76,0,203.76,aud,86586_for_stripe,cus_T5pZBB1u0oAfQj,,,addnewcard,86586
86606,Charge,ch_3SIAMRLrnBTnlT7b1nOxSwmd,14/10/2025 15:42,86606:Tommaso Hair,236.13,aud,236.13,0,236.13,aud,86606_for_stripe,cus_T7WJ012MaLXyfe,,,addnewcard,86606
86614,Charge,ch_3SIAMTLrnBTnlT7b1NTfbXOz,14/10/2025 15:42,86614:Allure Salon and Spa,492.31,aud,492.31,0,492.31,aud,86614_for_stripe,cus_SVXmopxwmRQvbA,,,addnewcard,86614
86615,Charge,ch_3SIAMWLrnBTnlT7b03tibony,14/10/2025 15:42,86615:VELOUR Beauty Parlour,454.97,aud,454.97,0,454.97,aud,86615_for_stripe,cus_SVXgqq4mXyQuFc,,,addnewcard,86615
86726,Charge,ch_3SIAMYLrnBTnlT7b0LAaNXwP,14/10/2025 15:42,86726:J Society,487.87,aud,487.87,0,487.87,aud,86726_for_stripe,cus_SVqsMdtz3ifNmJ,,,addnewcard,86726
86733,Charge,ch_3SIAMaLrnBTnlT7b1li3Xnhf,14/10/2025 15:42,86733:Farrago Skin & Body,836.41,aud,836.41,0,836.41,aud,86733_for_stripe,cus_SVxCOVqwqO04JH,,,addnewcard,86733
87178,Charge,ch_3SIAMiLrnBTnlT7b1GptvBFm,14/10/2025 15:42,87178:Jacky Boy Studio,132.95,aud,132.95,0,132.95,aud,87178_for_stripe,cus_SXPseYAueiRwMv,,,addnewcard,87178
87616,Charge,ch_3SIAMnLrnBTnlT7b0gGXB52J,14/10/2025 15:42,87616:Beauty Science Bentleigh East,185.9,aud,185.9,0,185.9,aud,87616_for_stripe,cus_Su9CAwPN4UTfB8,,,addnewcard,87616
87769,Charge,ch_3SIAMpLrnBTnlT7b1fn6poTg,14/10/2025 15:42,87769:Scissor & Stone,598.26,aud,598.26,0,598.26,aud,87769_for_stripe,cus_SZDqG4GWWre5YQ,,,addnewcard,87769
87918,Charge,ch_3SIAMwLrnBTnlT7b1IpLmIM7,14/10/2025 15:42,87918:Primavera Clinic,185.9,aud,185.9,0,185.9,aud,87918_for_stripe,cus_SZeYX4rx2ADf3l,,,addnewcard,87918
87926,Charge,ch_3SIAMzLrnBTnlT7b05TXgh70,14/10/2025 15:42,87926:Primavera Clinic,416.9,aud,416.9,0,416.9,aud,87926_for_stripe,cus_SZeh4na68Og1pH,,,addnewcard,87926
88180,Charge,ch_3SIAN1LrnBTnlT7b1xKqpFXW,14/10/2025 15:42,88180:Rosie & Co,194.52,aud,194.52,0,194.52,aud,88180_for_stripe,cus_San06Hy2FRI2YN,,,addnewcard,88180
88614,Charge,ch_3SIAN3LrnBTnlT7b008AWPpf,14/10/2025 15:42,88614:FSHC PTY LTD,82.5,aud,82.5,0,82.5,aud,88614_for_stripe,cus_SbR4Vr6igOcT5l,,,addnewcard,88614
88827,Charge,ch_3SIAN5LrnBTnlT7b0i6TsDmx,14/10/2025 15:42,88827:My Body Vibes,347.26,aud,347.26,0,347.26,aud,88827_for_stripe,cus_Sbq3jqP9AIpLGv,,,addnewcard,88827
89022,Charge,ch_3SIAN8LrnBTnlT7b1dTwvmCw,14/10/2025 15:42,89022:Salty Kisses on Channon,425.45,aud,425.45,0,425.45,aud,89022_for_stripe,cus_SdNBw7RX6fDbRg,,,addnewcard,89022
89356,Charge,ch_3SIANALrnBTnlT7b17Q5ffjs,14/10/2025 15:42,89356:Hair Synergy,420.23,aud,420.23,0,420.23,aud,89356_for_stripe,cus_SeO7MXPtxBRlDJ,,,addnewcard,89356
89639,Charge,ch_3SIANCLrnBTnlT7b0wvQEITY,14/10/2025 15:42,89639:Anna cosmetics 3D,86.96,aud,86.96,0,86.96,aud,89639_for_stripe,cus_SgIKEz2ofH5bZ1,,,addnewcard,89639
89728,Charge,ch_3SIANHLrnBTnlT7b1FVaoTHX,14/10/2025 15:42,89728:New You Beauty,457.25,aud,457.25,0,457.25,aud,89728_for_stripe,cus_SgRodaOhtm5nVT,,,addnewcard,89728
89735,Charge,ch_3SIANKLrnBTnlT7b0IZayJMB,14/10/2025 15:42,89735:Allure Skin and Beauty,427.38,aud,427.38,0,427.38,aud,89735_for_stripe,cus_SgSWdou1n6M4Oa,,,addnewcard,89735
90016,Charge,ch_3SIANMLrnBTnlT7b0AJRHE2h,14/10/2025 15:43,90016:Rival Hairdressing Studio,334.4,aud,334.4,0,334.4,aud,90016_for_stripe,cus_Sh52cMCKzY7XV6,,,addnewcard,90016
90018,Charge,ch_3SIANPLrnBTnlT7b1PWr8M3I,14/10/2025 15:43,90018:Derma Glow South Yarra,382.15,aud,382.15,0,382.15,aud,90018_for_stripe,cus_Sh7oQBOsCOgtDn,,,addnewcard,90018
90261,Charge,ch_3SIANSLrnBTnlT7b00pa9LyM,14/10/2025 15:43,90261:Atico Beauty,317.9,aud,317.9,0,317.9,aud,90261_for_stripe,cus_SiAGXVoAFeoT70,,,addnewcard,90261
90275,Charge,ch_3SIANULrnBTnlT7b1ABS4vU7,14/10/2025 15:43,90275:Jarahs Hair Salon,366.75,aud,366.75,0,366.75,aud,90275_for_stripe,cus_SiYlQ7bQV6j4ML,,,addnewcard,90275
90279,Charge,ch_3SIANXLrnBTnlT7b0VH0cOvI,14/10/2025 15:43,90279:Macquarie Medi Spa,275.12,aud,275.12,0,275.12,aud,90279_for_stripe,cus_T6ain9ukfdbTs2,,,addnewcard,90279
90360,Charge,ch_3SIANZLrnBTnlT7b14JFrCnf,14/10/2025 15:43,90360:The Skin Bar Laser Clinic,732.93,aud,732.93,0,732.93,aud,90360_for_stripe,cus_SiyZSxk8OLB228,,,addnewcard,90360
90362,Charge,ch_3SIANbLrnBTnlT7b0CIJ4kko,14/10/2025 15:43,90362:The Boutique Skin Clinic,354.32,aud,354.32,0,354.32,aud,90362_for_stripe,cus_SizWY70IOxmbEC,,,addnewcard,90362
90447,Charge,ch_3SIANdLrnBTnlT7b09b95CS7,14/10/2025 15:43,90447:Miss Arlo,317.9,aud,317.9,0,317.9,aud,90447_for_stripe,cus_SjI5mcqPvT6Zck,,,addnewcard,90447
90452,Charge,ch_3SIANgLrnBTnlT7b1KBzHC5G,14/10/2025 15:43,90452:Stevie C Hair,416.9,aud,416.9,0,416.9,aud,90452_for_stripe,cus_SjM4djLiI47D5I,,,addnewcard,90452
90539,Charge,ch_3SIANlLrnBTnlT7b0Jwz9A3Z,14/10/2025 15:43,90539:Beautify Hair Design,457.24,aud,457.24,0,457.24,aud,90539_for_stripe,cus_Sjhn7pC667q46z,,,addnewcard,90539
90542,Charge,ch_3SIANnLrnBTnlT7b1vNVoksF,14/10/2025 15:43,90542:Renew Laser and Skin Clinic,373.81,aud,373.81,0,373.81,aud,90542_for_stripe,cus_SlBSbizIexu7sg,,,addnewcard,90542
90868,Charge,ch_3SIANpLrnBTnlT7b1yJEtJWv,14/10/2025 15:43,90868:Skin Co By Amy,199.45,aud,199.45,0,199.45,aud,90868_for_stripe,cus_SlfIxRfIAFuSz6,,,addnewcard,90868
90980,Charge,ch_3SIANsLrnBTnlT7b0o8Ox6ci,14/10/2025 15:43,90980:Aesthetic Beauty Spot,357.46,aud,357.46,0,357.46,aud,90980_for_stripe,cus_T5pcJqdsl2Ah0r,,,addnewcard,90980
91163,Charge,ch_3SIAO0LrnBTnlT7b0sK1OUZG,14/10/2025 15:43,91163:LilliBella Hair,1068.38,aud,1068.38,0,1068.38,aud,91163_for_stripe,cus_Sm4EypNu15ZLEs,,,addnewcard,91163
91947,Charge,ch_3SIAOALrnBTnlT7b0yGe4dGu,14/10/2025 15:43,91947:The Confessional Hair Karratha,436.7,aud,436.7,0,436.7,aud,91947_for_stripe,cus_SoIE49VvVUiI36,,,addnewcard,91947
92067,Charge,ch_3SIAOCLrnBTnlT7b16NT14m8,14/10/2025 15:43,92067:The Woods Clinic,416.9,aud,416.9,0,416.9,aud,92067_for_stripe,cus_SoZ1SKPYTIPBiB,,,addnewcard,92067
92273,Charge,ch_3SIAOELrnBTnlT7b0JXTUoz6,14/10/2025 15:43,92273:Plum Studio,646.5,aud,646.5,0,646.5,aud,92273_for_stripe,cus_SoxXCDxAiBBDzj,,,addnewcard,92273
92278,Charge,ch_3SIAOHLrnBTnlT7b0uv14uUd,14/10/2025 15:43,92278:Dermality,561.59,aud,561.59,0,561.59,aud,92278_for_stripe,cus_Sp1mbhGq1V4X0Y,,,addnewcard,92278
92594,Charge,ch_3SIAOJLrnBTnlT7b0MHIFlKM,14/10/2025 15:43,92594:Skn and Bod,625.6,aud,625.6,0,625.6,aud,92594_for_stripe,cus_SzmltgfqZyTqB1,,,addnewcard,92594
92595,Charge,ch_3SIAOLLrnBTnlT7b0Imzmykp,14/10/2025 15:44,92595:Indigo Cut & Colour,473.97,aud,473.97,0,473.97,aud,92595_for_stripe,cus_StAtmcDLS0DzdZ,,,addnewcard,92595
92714,Charge,ch_3SIAOOLrnBTnlT7b1YqAWIEg,14/10/2025 15:44,92714:Shar by Tiffany,480.34,aud,480.34,0,480.34,aud,92714_for_stripe,cus_SqtO8263vYWdds,,,addnewcard,92714
93275,Charge,ch_3SIAOQLrnBTnlT7b1hu6iIUL,14/10/2025 15:44,93275:Banks Hair,755.07,aud,755.07,0,755.07,aud,93275_for_stripe,cus_St6rGGlZSMOUab,,,addnewcard,93275
93691,Charge,ch_3SIAOVLrnBTnlT7b1bG2qnHP,14/10/2025 15:44,93691:The Loft Hair Salon,694.84,aud,694.84,0,694.84,aud,93691_for_stripe,cus_SuAynp7R9J5TbD,,,addnewcard,93691
94437,Charge,ch_3SIAOYLrnBTnlT7b0zCXmChA,14/10/2025 15:44,94437:Zhen skin clinic  Pty Ltd,42.9,aud,42.9,0,42.9,aud,94437_for_stripe,cus_SwqSYTZGZGzI9f,,,addnewcard,94437
94582,Charge,ch_3SIAOaLrnBTnlT7b1eq1qB8R,14/10/2025 15:44,94582:Vital Effect Skin + Health,181.3,aud,181.3,0,181.3,aud,94582_for_stripe,cus_SxDWeT7RqzjfD0,,,addnewcard,94582
94822,Charge,ch_3SIAOfLrnBTnlT7b0T5eN0Ew,14/10/2025 15:44,94822:SJ Nails Studio,250.14,aud,250.14,0,250.14,aud,94822_for_stripe,cus_SyIMPqQevf27NB,,,addnewcard,94822
94923,Charge,ch_3SIAOhLrnBTnlT7b03b3TvVJ,14/10/2025 15:44,94923:Lush Day Spa,390.69,aud,390.69,0,390.69,aud,94923_for_stripe,cus_SylfFSK9NXLFak,,,addnewcard,94923
95064,Charge,ch_3SIAOjLrnBTnlT7b0OKW9itE,14/10/2025 15:44,95064:Upper Skin Clinic,43.21,aud,43.21,0,43.21,aud,95064_for_stripe,cus_Sz4XzrMoSDB6Rw,,,addnewcard,95064
95079,Charge,ch_3SIAOmLrnBTnlT7b1fejPGxD,14/10/2025 15:44,95079:Dermè Aesthetic Clinic,42.9,aud,42.9,0,42.9,aud,95079_for_stripe,cus_Sz8wD9XcP2kpcL,,,addnewcard,95079
96351,Charge,ch_3SIAOsLrnBTnlT7b05pjzPaH,14/10/2025 15:44,96351:Derma Glow South Yarra,42.9,aud,42.9,0,42.9,aud,96351_for_stripe,cus_T0x1e0vOosV9G3,,,addnewcard,96351
101196,Charge,ch_3SIMLMLrnBTnlT7b1OKv39hC,15/10/2025 04:29,101196:SKINTHESIS RESERVOIR,764.5,aud,764.5,0,764.5,aud,101196_for_stripe,cus_TEq10c1eJxo7b9,,,addnewcard,101196
101198,Charge,ch_3SIOTuLrnBTnlT7b0M6QfgaW,15/10/2025 06:46,101198:Suat & Co Hair Studio,382.25,aud,382.25,0,382.25,aud,101198_for_stripe,cus_TEsE4VMT91hjpW,,,addnewcard,101198
93579,Charge,ch_3SIQzMLrnBTnlT7b0oti1PFt,15/10/2025 09:27,93579:Tree House Salon,840,aud,840,0,840,aud,93579_for_stripe,cus_StrMtwACAoLAvN,,,addnewcard,93579
17560,Charge,ch_3SIQzRLrnBTnlT7b1NLaZHeQ,15/10/2025 09:27,17560:Skindeep Central,3421.06,aud,3421.06,0,3421.06,aud,17560_for_stripe,cus_Rpt2tuZKCvLxvp,,,addnewcard,17560
18303,Charge,ch_3SIQzTLrnBTnlT7b0rtLj1Sj,15/10/2025 09:27,18303:Many Faces Aesthetics,636.24,aud,636.24,0,636.24,aud,18303_for_stripe,cus_OUO6ToWK4UgecQ,,,addnewcard,18303
18944,Charge,ch_3SIQzYLrnBTnlT7b0Ba8AJPe,15/10/2025 09:27,18944:Hair Management Co,543.71,aud,543.71,0,543.71,aud,18944_for_stripe,cus_G0M264kdcjJdjB,info+18944_95NC7EEL@phorest.com,,addnewcard,18944
24273,Charge,ch_3SIQzlLrnBTnlT7b1WPlhUXU,15/10/2025 09:27,24273:The Colour Shak,460.76,aud,460.76,0,460.76,aud,24273_for_stripe,cus_QWJwvfnfl34Pg5,,,addnewcard,24273
24317,Charge,ch_3SIQznLrnBTnlT7b1uleZtiV,15/10/2025 09:27,24317:Balabala Laser Clinic,213.4,aud,213.4,0,213.4,aud,24317_for_stripe,cus_Sve5NW1OdbJOWw,,,addnewcard,24317
29026,Charge,ch_3SIQzxLrnBTnlT7b0fJgzN2Z,15/10/2025 09:27,29026:Wild Mane,202.99,aud,202.99,0,202.99,aud,29026_for_stripe,cus_IhrB5qEZt5yMYl,info+29026_W6ZH7Y5I@phorest.com,,addnewcard,29026
31174,Charge,ch_3SIR0LLrnBTnlT7b0m3BacL5,15/10/2025 09:28,31174:Super natural hair and body clinic,467.95,aud,467.95,0,467.95,aud,31174_for_stripe,cus_T5rXsr0Moj8SDA,,,addnewcard,31174
31869,Charge,ch_3SIR0QLrnBTnlT7b0KuioXZS,15/10/2025 09:28,31869:Manscape Aesthetics,218.86,aud,218.86,0,218.86,aud,31869_for_stripe,cus_I2JiPpcWd6iTbm,info+31869_3G6F4G1Z@phorest.com,,addnewcard,31869
32005,Charge,ch_3SIR0TLrnBTnlT7b1dzh7civ,15/10/2025 09:28,32005:Serene Hair & Body,444.58,aud,444.58,0,444.58,aud,32005_for_stripe,cus_RyuM1H5QxDASq5,,,addnewcard,32005
35694,Charge,ch_3SIR0gLrnBTnlT7b1DSCKYKw,15/10/2025 09:28,35694:Tranquil Essence Skin Clinic and Body Sculpting Hobart,328.47,aud,328.47,0,328.47,aud,35694_for_stripe,cus_S17wu7VTaxmuvc,,,addnewcard,35694
36722,Charge,ch_3SIR0iLrnBTnlT7b0nH1TMiC,15/10/2025 09:28,36722:Same Same But Different Salon,410.65,aud,410.65,0,410.65,aud,36722_for_stripe,cus_PE6CJIhGIOH2Gk,,,addnewcard,36722
36835,Charge,ch_3SIR0lLrnBTnlT7b0OGzPEew,15/10/2025 09:28,36835:BareWolf Clinics,564.22,aud,564.22,0,564.22,aud,36835_for_stripe,cus_MeCLSivXVcq7o3,,,addnewcard,36835
38439,Charge,ch_3SIR0qLrnBTnlT7b1sFsFF3T,15/10/2025 09:28,38439:Australian Laser & Skin,383.9,aud,383.9,0,383.9,aud,38439_for_stripe,cus_SAvizMyQ86j5wE,,,addnewcard,38439
38454,Charge,ch_3SIR0sLrnBTnlT7b1pz9CQB7,15/10/2025 09:28,38454:Australian Laser & Skin,383.9,aud,383.9,0,383.9,aud,38454_for_stripe,cus_SCU6RSp4VImhmf,,,addnewcard,38454
38462,Charge,ch_3SIR0xLrnBTnlT7b0qvCk1HS,15/10/2025 09:28,38462:Australian Laser & Skin,2357.52,aud,2357.52,0,2357.52,aud,38462_for_stripe,cus_QzOATLcdLgQ0Mi,,,addnewcard,38462
43956,Charge,ch_3SIR16LrnBTnlT7b01woSISa,15/10/2025 09:29,43956:My Skin Space,125.4,aud,125.4,0,125.4,aud,43956_for_stripe,cus_Qt65wgyxoPWEbV,,,addnewcard,43956
44901,Charge,ch_3SIR1BLrnBTnlT7b0G9ggsyf,15/10/2025 09:29,44901:Next International Salons,539.9,aud,539.9,0,539.9,aud,44901_for_stripe,cus_PQ2DPD78YnjQkv,,,addnewcard,44901
44905,Charge,ch_3SIR1DLrnBTnlT7b0E3IEDMK,15/10/2025 09:29,44905:Next International Salons,489.08,aud,489.08,0,489.08,aud,44905_for_stripe,cus_PQ2EoALp6nGu8Y,,,addnewcard,44905
46524,Charge,ch_3SIR1NLrnBTnlT7b02nF9srb,15/10/2025 09:29,46524:Lash Brow and Co Ballarat,388.12,aud,388.12,0,388.12,aud,46524_for_stripe,cus_PE8iSaBIMhE1Ar,,,addnewcard,46524
47492,Charge,ch_3SIR1ULrnBTnlT7b0PIYFhR0,15/10/2025 09:29,47492:The Skin Coaches,189.12,aud,189.12,0,189.12,aud,47492_for_stripe,cus_QMV1Mb87xLlLMh,,,addnewcard,47492
48202,Charge,ch_3SIR1XLrnBTnlT7b1A4hpFVY,15/10/2025 09:29,48202:MJ HAIR STATION,390.46,aud,390.46,0,390.46,aud,48202_for_stripe,cus_PmEkYgndhzalWZ,,,addnewcard,48202
50681,Charge,ch_3SIR1eLrnBTnlT7b0tHsyLED,15/10/2025 09:29,50681:Beautiful You Hair and Beauty Day Spa,349.26,aud,349.26,0,349.26,aud,50681_for_stripe,cus_SMms8kAW0xsnOi,,,addnewcard,50681
51843,Charge,ch_3SIR1lLrnBTnlT7b1ftiyZMh,15/10/2025 09:29,51843:Elle Hart Beauty,505.56,aud,505.56,0,505.56,aud,51843_for_stripe,cus_RyuAD241qcyxeV,,,addnewcard,51843
52506,Charge,ch_3SIR1qLrnBTnlT7b1JAdos9a,15/10/2025 09:29,52506:Beautè Boutique,316.62,aud,316.62,0,316.62,aud,52506_for_stripe,cus_OM7NF1Ya1DreOz,,,paysignupbycard1,52506
53318,Charge,ch_3SIR1vLrnBTnlT7b0HmoeR2F,15/10/2025 09:29,53318:BLOWBAR LANE,307.12,aud,307.12,0,307.12,aud,53318_for_stripe,cus_QhXC5snXzmuwCj,,,addnewcard,53318
53881,Charge,ch_3SIR1zLrnBTnlT7b1pw6UBvb,15/10/2025 09:30,53881:LITTLE BIRDIE HAIR CO,312.51,aud,312.51,0,312.51,aud,53881_for_stripe,cus_RoQonfrKIR88Iy,,,addnewcard,53881
53882,Charge,ch_3SIR21LrnBTnlT7b0vsViH2r,15/10/2025 09:30,53882:LITTLE BIRDIE HAIR CO,351.03,aud,351.03,0,351.03,aud,53882_for_stripe,cus_RoQogkZtMqBD71,,,addnewcard,53882
56912,Charge,ch_3SIR23LrnBTnlT7b0z94tf5v,15/10/2025 09:30,56912:Luna Moth Eclipse,130.9,aud,130.9,0,130.9,aud,56912_for_stripe,cus_SuFsNqtM7vucpE,,,addnewcard,56912
57240,Charge,ch_3SIR26LrnBTnlT7b1S3pA9st,15/10/2025 09:30,57240:Anshelle Beauty Salon,142.78,aud,142.78,0,142.78,aud,57240_for_stripe,cus_RcoRCDkUony47U,,,addnewcard,57240
58126,Charge,ch_3SIR2BLrnBTnlT7b1Pl7wbrJ,15/10/2025 09:30,58126:Eden Spa and Beauty,190.92,aud,190.92,0,190.92,aud,58126_for_stripe,cus_QOir869KBKdQ3A,,,addnewcard,58126
58355,Charge,ch_3SIR2DLrnBTnlT7b01GTA5cu,15/10/2025 09:30,58355:Amy Clare Hair,204.51,aud,204.51,0,204.51,aud,58355_for_stripe,cus_Pdcvvi2K8Iub0u,,,paysignupbycard1,58355
60518,Charge,ch_3SIR2MLrnBTnlT7b1tL5ZV3O,15/10/2025 09:30,60518:Harlo and Co,448.32,aud,448.32,0,448.32,aud,60518_for_stripe,cus_QXOB7pyEkeFNjc,,,addnewcard,60518
